lfcSE_BvsD,stat_BvsD,pvalue_BvsD,padj_BvsD,B_DEGs_label.x,Y_DEGs_label.x,Cluster,gene_id
1.232655328,5.104998095,3.31E-07,1.58E-06,1,0,2,g_17332
0.888958208,-2.613140704,0.008971436,0.015575343,1,0,4,g_17339
1.173916951,4.263928913,2.01E-05,6.58E-05,1,0,1,g_17340
0.679416961,5.077933568,3.82E-07,1.80E-06,1,0,2,g_17341
0.448942683,-13.37928525,7.99E-41,7.12E-39,1,0,3,g_17344
0.492426321,2.831153365,0.004638048,0.008653133,1,0,1,g_17345
0.766581846,-3.864738238,0.000111208,0.000307689,1,0,4,g_17346
0.847649051,2.480308831,0.013126863,0.021897547,1,0,1,g_17347
1.290810137,3.441370899,0.000578775,0.001348332,1,0,1,g_17348
1.406863,4.254403204,2.10E-05,6.83E-05,1,0,1,g_17351
1.114796521,4.200045457,2.67E-05,8.49E-05,1,0,1,g_17352
1.173384291,3.797784017,0.000145995,0.000392715,1,0,1,g_17353
0.802313166,2.584116945,0.009762868,0.016808702,1,0,1,g_17354
0.630394006,2.423298587,0.015380279,0.025236867,1,0,1,g_17355
1.008793057,7.053181414,1.75E-12,1.90E-11,1,0,2,g_17358
0.819239917,5.415169932,6.12E-08,3.36E-07,1,0,2,g_17359
0.879024488,4.273575739,1.92E-05,6.33E-05,1,0,1,g_17360
1.461582633,4.486137765,7.25E-06,2.61E-05,1,0,1,g_17363
1.476350215,6.373049569,1.85E-10,1.54E-09,1,0,2,g_17364
0.517448309,2.619706629,0.008800544,0.015308514,1,0,1,g_17365
0.702826537,6.928049041,4.27E-12,4.42E-11,1,0,2,g_17370
0.79267681,7.612895053,2.68E-14,3.60E-13,1,0,2,g_17371
0.31461297,-19.6300274,8.57E-86,1.69E-82,1,0,5,g_17374
0.525774644,-3.607529678,0.000309126,0.000770533,1,0,4,g_17375
0.820522253,2.205432175,0.027423782,0.042245607,1,0,1,g_17376
1.457504279,4.105957364,4.03E-05,0.00012335,1,0,1,g_17378
1.756090259,5.483318611,4.17E-08,2.36E-07,1,0,2,g_17383
1.317314759,4.18351107,2.87E-05,9.08E-05,1,0,1,g_17384
0.97582768,4.876779246,1.08E-06,4.65E-06,1,0,2,g_17385
1.211780933,5.503264029,3.73E-08,2.12E-07,1,0,2,g_17387
0.424499216,-11.34770372,7.61E-30,3.45E-28,1,0,6,g_17390
1.542479073,3.264613149,0.001096137,0.00238732,1,0,1,g_17391
0.826921025,8.49855873,1.92E-17,3.59E-16,1,0,2,g_17394
1.2512893,3.974576034,7.05E-05,0.000204235,1,0,1,g_17395
0.573125733,3.111275838,0.001862808,0.00383807,1,0,1,g_17400
1.203032842,3.596245866,0.000322843,0.000800672,1,0,1,g_17406
0.758758902,3.703206481,0.000212891,0.000550085,1,0,1,g_17408
1.978372619,4.603736422,4.15E-06,1.57E-05,1,0,1,g_17409
0.523423343,6.932443012,4.14E-12,4.29E-11,1,0,2,g_17410
1.540490762,4.509368875,6.50E-06,2.37E-05,1,0,1,g_17411
0.974801378,5.096541161,3.46E-07,1.64E-06,1,0,2,g_17412
1.723133762,4.468616868,7.87E-06,2.82E-05,1,0,1,g_17413
0.692321214,7.276824315,3.42E-13,4.07E-12,1,0,2,g_17414
0.795059719,-3.15399719,0.001610506,0.003372244,1,0,4,g_17418
0.774650577,3.056815415,0.00223702,0.004524565,1,0,1,g_17421
0.986300107,5.759605795,8.43E-09,5.36E-08,1,0,2,g_17422
0.622159721,4.889076568,1.01E-06,4.39E-06,1,0,2,g_17427
1.291451524,5.198454102,2.01E-07,1.00E-06,1,0,2,g_17428
0.816113591,4.656181606,3.22E-06,1.25E-05,1,0,1,g_17429
0.533518669,3.318873791,0.000903813,0.002009852,1,0,1,g_17430
0.301331684,-3.494560552,0.000474843,0.001129886,1,0,4,g_17432
1.306047932,6.722202542,1.79E-11,1.71E-10,1,0,2,g_17433
0.569789836,7.395897763,1.40E-13,1.75E-12,1,0,2,g_17434
0.63107089,5.417013299,6.06E-08,3.33E-07,1,0,2,g_17435
0.821744153,4.791505612,1.66E-06,6.86E-06,1,0,2,g_17436
0.503107551,2.868659328,0.004122155,0.007790481,1,0,1,g_17438
1.49516718,3.283925695,0.001023719,0.002244747,1,0,1,g_17439
1.035541046,4.569167074,4.90E-06,1.83E-05,1,0,2,g_17440
2.01927353,4.684202315,2.81E-06,1.11E-05,1,0,1,g_17442
0.908050463,-2.729303937,0.006346818,0.011434922,1,0,4,g_17445
1.315077938,3.716406641,0.000202076,0.000525164,1,0,1,g_17446
0.753722354,5.027840131,4.96E-07,2.29E-06,1,0,2,g_17447
0.499196566,-10.07336442,7.25E-24,2.25E-22,1,0,6,g_17449
0.594522664,-2.960486201,0.003071539,0.006001386,1,0,4,g_17450
0.703578529,8.192136644,2.57E-16,4.29E-15,1,0,2,g_17452
1.379455787,2.940769548,0.00327398,0.006348889,1,0,1,g_17453
1.088421952,5.568640347,2.57E-08,1.50E-07,1,0,2,g_17454
1.470394203,6.762804167,1.35E-11,1.31E-10,1,0,2,g_17455
0.543542801,3.155451815,0.001602497,0.003357257,1,0,1,g_17463
1.445213283,4.487470725,7.21E-06,2.60E-05,1,0,1,g_17464
0.673739221,-12.47189029,1.06E-35,6.80E-34,1,0,3,g_17469
0.486673789,4.30291229,1.69E-05,5.61E-05,1,0,1,g_17471
1.474193257,4.807181223,1.53E-06,6.39E-06,1,0,1,g_17472
0.817306688,5.696448857,1.22E-08,7.57E-08,1,0,2,g_17473
1.490006942,3.7266743,0.000194023,0.000506022,1,0,1,g_17474
0.563297536,3.016408064,0.002557888,0.005100526,1,0,1,g_17475
0.717178158,8.79155655,1.48E-18,3.05E-17,1,0,2,g_17482
1.022285837,6.084404342,1.17E-09,8.58E-09,1,0,2,g_17483
1.013986965,3.427645666,0.00060884,0.001409448,1,0,1,g_17484
1.932409722,5.07965685,3.78E-07,1.78E-06,1,0,1,g_17485
0.50292214,7.498678231,6.45E-14,8.30E-13,1,0,2,g_17487
0.407550494,-2.956843016,0.003108063,0.006064591,1,0,4,g_17488
1.227312931,4.929596422,8.24E-07,3.64E-06,1,0,2,g_17489
1.071294578,2.839861512,0.004513312,0.008443566,1,0,1,g_17490
0.455202128,-10.05842077,8.43E-24,2.61E-22,1,0,6,g_17495
1.440847297,5.56162722,2.67E-08,1.56E-07,1,0,2,g_17496
1.04990671,2.260299733,0.023802655,0.037273918,1,0,1,g_17498
0.624834768,5.483126574,4.18E-08,2.36E-07,1,0,2,g_17502
0.878913605,4.113220701,3.90E-05,0.00011989,1,0,1,g_17505
1.17825198,3.948333894,7.87E-05,0.000225586,1,0,1,g_17506
0.534100848,-3.130673206,0.001744061,0.003618398,1,0,4,g_17507
1.778560814,5.263664503,1.41E-07,7.24E-07,1,0,2,g_17508
0.661046339,9.326304504,1.10E-20,2.69E-19,1,0,2,g_17509
0.611438877,3.878740776,0.000104999,0.000291987,1,0,1,g_17510
1.373541176,6.011301678,1.84E-09,1.31E-08,1,0,2,g_17511
0.953634942,6.080113959,1.20E-09,8.80E-09,1,0,2,g_17512
1.628545082,2.821284421,0.004783177,0.008890569,1,0,1,g_17513
0.531208136,-2.927412596,0.003417951,0.006595109,1,0,4,g_17514
0.532139651,3.753100328,0.000174661,0.000461169,1,0,1,g_17519
1.247027983,4.203696454,2.63E-05,8.37E-05,1,0,1,g_17521
1.012055438,5.900295358,3.63E-09,2.45E-08,1,0,2,g_17523
1.330228958,5.025952864,5.01E-07,2.31E-06,1,0,2,g_17525
1.091564287,6.610718476,3.82E-11,3.51E-10,1,0,2,g_17527
0.742564698,2.786139163,0.005333997,0.009805081,1,0,1,g_17528
0.630452123,5.423431885,5.85E-08,3.22E-07,1,0,2,g_17529
1.735713618,6.093231116,1.11E-09,8.15E-09,1,0,2,g_17530
0.856327623,2.721498793,0.006498662,0.011679899,1,0,1,g_17532
0.57932649,2.927748683,0.003414259,0.006588906,1,0,1,g_17534
0.485344681,10.92555874,8.70E-28,3.52E-26,1,0,7,g_17537
1.022371318,5.225585113,1.74E-07,8.75E-07,1,0,2,g_17538
0.350113695,-3.599462335,0.000318876,0.000792294,1,0,4,g_17539
1.149338291,6.026002472,1.68E-09,1.20E-08,1,0,2,g_17541
0.665265985,8.796505248,1.41E-18,2.93E-17,1,0,2,g_17545
0.433069579,2.911942952,0.003591882,0.006891684,1,0,1,g_17546
1.289531259,4.891790462,9.99E-07,4.33E-06,1,0,2,g_17549
0.848555802,9.460568562,3.06E-21,7.90E-20,1,0,2,g_17552
0.703209028,6.470186624,9.79E-11,8.47E-10,1,0,2,g_17553
0.94608986,8.207717477,2.25E-16,3.78E-15,1,0,2,g_17554
1.092790966,4.891622847,1.00E-06,4.34E-06,1,0,2,g_17555
0.502878912,4.250974355,2.13E-05,6.93E-05,1,0,1,g_17558
1.344600311,5.179787581,2.22E-07,1.10E-06,1,0,2,g_17559
1.485829001,3.780061548,0.00015679,0.000418265,1,0,1,g_17560
0.903906528,3.490502899,0.000482112,0.001144745,1,0,1,g_17561
0.95975884,5.093517407,3.51E-07,1.67E-06,1,0,2,g_17562
0.723154805,7.979901079,1.46E-15,2.27E-14,1,0,2,g_17565
0.604976215,-4.925920574,8.40E-07,3.70E-06,1,0,4,g_17566
1.882870335,3.68076221,0.000232538,0.00059627,1,0,1,g_17567
0.936934721,5.881702829,4.06E-09,2.73E-08,1,0,2,g_17568
1.425640384,4.087973456,4.35E-05,0.000132312,1,0,1,g_17572
0.891042282,4.105157495,4.04E-05,0.000123736,1,0,1,g_17573
0.556569027,4.733147682,2.21E-06,8.91E-06,1,0,1,g_17574
1.22311594,4.056192955,4.99E-05,0.000149689,1,0,1,g_17575
0.907666928,3.70899728,0.000208082,0.000539071,1,0,1,g_17576
1.614892441,4.027159257,5.65E-05,0.000167249,1,0,1,g_17577
1.412728804,3.364224352,0.000767591,0.001736955,1,0,1,g_17578
0.835453997,4.029051715,5.60E-05,0.000166033,1,0,1,g_17580
0.893483,6.149350508,7.78E-10,5.87E-09,1,0,2,g_17581
0.75454765,4.654937188,3.24E-06,1.26E-05,1,0,1,g_17582
0.413398357,-15.42540357,1.10E-53,2.56E-51,1,0,3,g_17586
1.018894511,6.376092016,1.82E-10,1.51E-09,1,0,2,g_17588
0.795764937,6.730306823,1.69E-11,1.62E-10,1,0,2,g_17589
0.86421068,5.140074064,2.75E-07,1.33E-06,1,0,2,g_17591
0.947721652,-2.957128612,0.003105186,0.006059619,1,0,4,g_17593
0.551038026,7.328370431,2.33E-13,2.83E-12,1,0,2,g_17595
1.001185278,5.913543155,3.35E-09,2.27E-08,1,0,2,g_17596
0.822453321,2.299465569,0.021478516,0.033989329,1,0,1,g_17598
0.591144904,-7.632192398,2.31E-14,3.13E-13,1,0,6,g_17599
1.13676973,4.67812257,2.90E-06,1.14E-05,1,0,2,g_17600
0.767815761,4.617666734,3.88E-06,1.48E-05,1,0,1,g_17607
0.798662231,2.32260512,0.020200375,0.0321752,1,0,1,g_17609
1.603950196,3.424144087,0.000616739,0.001425643,1,0,1,g_17610
0.63580658,-4.050473875,5.11E-05,0.000153037,1,0,4,g_17611
1.446819035,4.20757321,2.58E-05,8.24E-05,1,0,1,g_17612
0.655291079,9.257859577,2.09E-20,5.02E-19,1,0,2,g_17613
0.421743906,-5.171929436,2.32E-07,1.14E-06,1,0,4,g_17616
1.326275121,4.971509799,6.64E-07,2.98E-06,1,0,2,g_17617
0.837271324,4.770168634,1.84E-06,7.56E-06,1,0,2,g_17618
1.226680228,4.799278993,1.59E-06,6.62E-06,1,0,2,g_17619
0.788709049,2.699757698,0.006938999,0.012390579,1,0,1,g_17620
0.463821044,-4.597275477,4.28E-06,1.62E-05,1,0,4,g_17622
0.553888854,8.419974665,3.77E-17,6.84E-16,1,0,2,g_17624
0.610016248,8.854995307,8.37E-19,1.77E-17,1,0,2,g_17625
0.877726206,8.831921534,1.03E-18,2.17E-17,1,0,2,g_17626
0.479443474,-4.521706632,6.13E-06,2.25E-05,1,0,4,g_17627
1.560596992,5.492111642,3.97E-08,2.25E-07,1,0,2,g_17629
1.116387546,4.063596085,4.83E-05,0.000145492,1,0,1,g_17631
1.19679019,4.585304793,4.53E-06,1.71E-05,1,0,2,g_17633
0.565026906,-2.667800203,0.007634965,0.013490189,1,0,4,g_17634
0.428628926,-12.53462478,4.83E-36,3.15E-34,1,0,3,g_17635
0.930758975,5.842766907,5.13E-09,3.38E-08,1,0,2,g_17636
0.408640594,-2.829569435,0.004661068,0.008690531,1,0,4,g_17637
0.551719022,-2.133789651,0.032860003,0.049605042,1,0,4,g_17638
0.502969641,4.200991231,2.66E-05,8.46E-05,1,0,1,g_17643
1.179535689,4.415375264,1.01E-05,3.53E-05,1,0,1,g_17644
0.774807846,7.243994214,4.36E-13,5.12E-12,1,0,2,g_17645
1.102427175,4.583986325,4.56E-06,1.72E-05,1,0,2,g_17646
0.909906228,8.038486498,9.10E-16,1.44E-14,1,0,2,g_17653
1.591271428,4.802116238,1.57E-06,6.54E-06,1,0,1,g_17654
1.619865888,4.516423129,6.29E-06,2.30E-05,1,0,1,g_17655
0.762431908,5.845523817,5.05E-09,3.33E-08,1,0,2,g_17656
1.601015927,4.745785239,2.08E-06,8.43E-06,1,0,1,g_17657
0.936927879,5.103993571,3.33E-07,1.59E-06,1,0,2,g_17660
0.926884225,6.656949834,2.80E-11,2.61E-10,1,0,2,g_17661
0.559119544,2.92951261,0.00339494,0.00655598,1,0,1,g_17662
1.507950873,3.495035349,0.000473999,0.001128234,1,0,1,g_17664
0.77922262,4.352379215,1.35E-05,4.58E-05,1,0,1,g_17665
0.815031531,7.65143931,1.99E-14,2.71E-13,1,0,2,g_17670
0.822782313,2.499643509,0.012431834,0.020885223,1,0,1,g_17672
0.709258915,2.989475766,0.002794566,0.005516267,1,0,1,g_17673
1.354347382,7.322438035,2.44E-13,2.95E-12,1,0,2,g_17674
0.846824279,7.342728328,2.09E-13,2.56E-12,1,0,2,g_17677
0.416885028,2.666636647,0.007661445,0.013532212,1,0,1,g_17678
0.514260472,-11.33782808,8.52E-30,3.85E-28,1,0,6,g_17680
0.569938662,-4.967529138,6.78E-07,3.03E-06,1,0,4,g_17681
1.236593293,4.153376728,3.28E-05,0.000102306,1,0,1,g_17683
0.602214766,3.367716197,0.000757936,0.001716936,1,0,1,g_17688
0.923244932,2.481830471,0.013070944,0.021818775,1,0,1,g_17689
0.646530432,7.024696014,2.15E-12,2.31E-11,1,0,2,g_17690
0.945083123,5.708651328,1.14E-08,7.08E-08,1,0,2,g_17691
0.739519716,2.253510131,0.024227003,0.037865369,1,0,1,g_17692
0.680375146,2.562494404,0.010392326,0.017780392,1,0,1,g_17693
1.532269789,3.151582846,0.001623881,0.003397156,1,0,1,g_17694
1.001681009,3.544632111,0.000393161,0.000955068,1,0,1,g_17695
1.164462312,5.863783525,4.52E-09,3.01E-08,1,0,2,g_17696
0.928505374,3.217268902,0.001294172,0.002771315,1,0,1,g_17697
1.192584914,5.152101319,2.58E-07,1.26E-06,1,0,2,g_17699
1.653159815,4.138046372,3.50E-05,0.000108805,1,0,1,g_17700
1.107995178,3.676989094,0.000236003,0.000604342,1,0,1,g_17704
0.889989613,6.915606593,4.66E-12,4.80E-11,1,0,2,g_17705
0.680548691,3.899122509,9.65E-05,0.000270955,1,0,1,g_17708
0.919336727,3.357146982,0.000787512,0.001776861,1,0,1,g_17710
0.762506239,7.333518592,2.24E-13,2.73E-12,1,0,2,g_17713
0.694022023,-4.624479002,3.76E-06,1.44E-05,1,0,4,g_17714
0.695328152,14.70710885,5.80E-49,9.05E-47,1,0,7,g_17720
0.420884827,-10.03995127,1.02E-23,3.12E-22,1,0,6,g_17722
1.395143905,4.424093638,9.68E-06,3.40E-05,1,0,1,g_17723
1.185713482,5.744082537,9.24E-09,5.84E-08,1,0,2,g_17726
0.647291067,4.664760305,3.09E-06,1.21E-05,1,0,1,g_17727
0.386802707,-10.99091796,4.23E-28,1.74E-26,1,0,6,g_17730
0.835425307,6.758312651,1.40E-11,1.35E-10,1,0,2,g_17731
0.916342511,4.920352245,8.64E-07,3.80E-06,1,0,2,g_17735
0.889824501,5.874564383,4.24E-09,2.84E-08,1,0,2,g_17738
0.901683984,4.639502929,3.49E-06,1.35E-05,1,0,1,g_17739
1.496628253,3.629722515,0.000283726,0.000713601,1,0,1,g_17740
1.01123343,4.445662211,8.76E-06,3.11E-05,1,0,1,g_17741
1.196476757,2.877964709,0.004002499,0.007589292,1,0,1,g_17742
0.952695169,4.80471379,1.55E-06,6.46E-06,1,0,2,g_17744
0.710468591,8.345828734,7.07E-17,1.25E-15,1,0,2,g_17749
0.823268616,7.056676127,1.71E-12,1.86E-11,1,0,2,g_17750
1.159115816,5.206489313,1.92E-07,9.62E-07,1,0,2,g_17751
0.638456643,12.60325054,2.03E-36,1.35E-34,1,0,7,g_17752
0.392871281,-13.63989222,2.32E-42,2.33E-40,1,0,3,g_17753
1.547210066,5.562961415,2.65E-08,1.55E-07,1,0,2,g_17754
1.184463609,4.351053324,1.35E-05,4.60E-05,1,0,1,g_17756
0.837228038,4.80899509,1.52E-06,6.34E-06,1,0,2,g_17757
1.062494858,2.632650976,0.008472136,0.014800597,1,0,1,g_17758
0.968807165,6.18785375,6.10E-10,4.68E-09,1,0,2,g_17759
0.457985209,3.485751049,0.000490757,0.00116297,1,0,1,g_17760
0.574717365,9.229160486,2.73E-20,6.48E-19,1,0,2,g_17765
0.831739985,3.44513721,0.00057077,0.001331313,1,0,1,g_17766
1.079873447,5.513090054,3.53E-08,2.02E-07,1,0,2,g_17772
0.879393149,7.646259969,2.07E-14,2.82E-13,1,0,2,g_17773
1.483954235,4.551052308,5.34E-06,1.98E-05,1,0,1,g_17776
0.642294815,8.820291547,1.14E-18,2.40E-17,1,0,2,g_17777
0.537548712,-10.99119243,4.21E-28,1.73E-26,1,0,6,g_17782
0.917500595,6.231625164,4.62E-10,3.60E-09,1,0,2,g_17786
0.647348637,4.37383207,1.22E-05,4.20E-05,1,0,1,g_17790
0.583075588,7.414866733,1.22E-13,1.52E-12,1,0,2,g_17793
0.693565267,8.91890825,4.71E-19,1.02E-17,1,0,2,g_17794
0.43347517,-12.5789798,2.76E-36,1.82E-34,1,0,3,g_17795
1.531398604,4.074012335,4.62E-05,0.000139627,1,0,1,g_17797
0.47025761,-11.41024274,3.72E-30,1.72E-28,1,0,6,g_17799
1.391416257,4.461699229,8.13E-06,2.90E-05,1,0,1,g_17800
0.586872652,9.001081697,2.24E-19,4.94E-18,1,0,2,g_17801
1.307270336,2.760397578,0.005773106,0.010521843,1,0,1,g_17802
1.379296218,4.551659916,5.32E-06,1.97E-05,1,0,1,g_17803
0.54533801,-3.301919473,0.000960256,0.002121258,1,0,4,g_17805
0.827785499,2.976986476,0.002910969,0.005720461,1,0,1,g_17811
0.640013551,3.172841665,0.001509548,0.003182218,1,0,1,g_17812
0.623893122,-2.438404592,0.014752252,0.02431278,1,0,4,g_17818
0.572614356,2.207336895,0.027290532,0.042061471,1,0,1,g_17819
1.53193526,6.377428834,1.80E-10,1.50E-09,1,0,2,g_17820
0.487273788,-9.718795466,2.51E-22,6.96E-21,1,0,6,g_17821
0.801701414,3.673517538,0.000239234,0.000611679,1,0,1,g_17822
0.336241981,-3.885719952,0.000102027,0.00028454,1,0,4,g_17823
0.564184391,2.537651412,0.011159908,0.01895323,1,0,1,g_17827
0.609269435,5.988412043,2.12E-09,1.49E-08,1,0,2,g_17833
1.447394707,4.872581487,1.10E-06,4.74E-06,1,0,1,g_17835
1.753710839,5.325134355,1.01E-07,5.33E-07,1,0,2,g_17840
1.211075115,4.124288738,3.72E-05,0.000114818,1,0,1,g_17846
0.71177931,4.009669759,6.08E-05,0.000178875,1,0,1,g_17847
0.442870936,-3.555524916,0.000377225,0.00092061,1,0,4,g_17853
1.456142682,4.763325962,1.90E-06,7.80E-06,1,0,1,g_17854
0.574214154,6.457603907,1.06E-10,9.15E-10,1,0,2,g_17858
1.322958055,4.589063387,4.45E-06,1.68E-05,1,0,1,g_17859
0.684155415,9.00603981,2.14E-19,4.72E-18,1,0,2,g_17861
0.894920353,6.552850782,5.64E-11,5.05E-10,1,0,2,g_17863
0.684930259,2.582848271,0.009798841,0.016866426,1,0,1,g_17864
0.403275195,-9.595631919,8.34E-22,2.23E-20,1,0,6,g_17865
0.602885863,-3.131033105,0.001741925,0.003614645,1,0,4,g_17866
0.65215883,-6.974619052,3.07E-12,3.23E-11,1,0,6,g_17868
0.79287877,7.273725618,3.50E-13,4.16E-12,1,0,2,g_17870
0.464675217,3.140534295,0.0016864,0.003513693,1,0,1,g_17872
1.267402838,3.041022736,0.00235776,0.004743108,1,0,1,g_17876
0.585501764,10.50487557,8.20E-26,2.89E-24,1,0,7,g_17877
0.596575257,-2.652100815,0.007999265,0.0140596,1,0,4,g_17878
1.448260959,2.246738326,0.024656755,0.038447763,1,0,1,g_17879
0.751420602,3.02853784,0.002457403,0.004923459,1,0,1,g_17884
0.670545848,3.006770513,0.00264039,0.005242876,1,0,1,g_17886
0.484689533,-16.46206368,6.87E-61,2.63E-58,1,0,3,g_17888
0.748414296,6.855284799,7.12E-12,7.17E-11,1,0,2,g_17889
1.009305204,6.039086689,1.55E-09,1.11E-08,1,0,2,g_17890
0.728014399,3.255564193,0.001131673,0.00245638,1,0,1,g_17891
0.724474698,6.526504886,6.73E-11,5.95E-10,1,0,2,g_17892
0.527192989,2.769913595,0.005607117,0.010256236,1,0,1,g_17895
0.384628279,-17.75324481,1.63E-70,1.34E-67,1,0,5,g_17896
1.082091307,2.804545935,0.005038751,0.009316034,1,0,1,g_17897
1.10234649,4.720861104,2.35E-06,9.43E-06,1,0,2,g_17899
0.686790048,8.670562131,4.30E-18,8.51E-17,1,0,2,g_17901
1.317421201,4.681459567,2.85E-06,1.12E-05,1,0,2,g_17902
0.562420264,3.104082825,0.001908699,0.003923978,1,0,1,g_17903
1.784874558,5.158534799,2.49E-07,1.22E-06,1,0,1,g_17904
0.551298393,-2.753295713,0.005899858,0.010721345,1,0,4,g_17905
1.108805739,3.270467944,0.001073697,0.002343442,1,0,1,g_17913
0.559417451,-7.121286878,1.07E-12,1.19E-11,1,0,6,g_17915
0.654483177,-3.021068572,0.002518843,0.005031942,1,0,4,g_17917
1.165511397,2.885228714,0.003911294,0.007438992,1,0,1,g_17921
0.706372157,4.87306397,1.10E-06,4.73E-06,1,0,2,g_17923
0.734998965,5.955447377,2.59E-09,1.79E-08,1,0,2,g_17924
1.335352222,5.983896173,2.18E-09,1.53E-08,1,0,2,g_17925
0.800568756,5.251528105,1.51E-07,7.69E-07,1,0,2,g_17926
1.625413907,3.617290815,0.000297703,0.000744835,1,0,1,g_17927
1.820039274,4.15062405,3.32E-05,0.000103454,1,0,1,g_17929
1.567097222,4.124422751,3.72E-05,0.000114765,1,0,1,g_17934
0.740772566,7.929521478,2.20E-15,3.33E-14,1,0,2,g_17935
1.434388478,4.783126647,1.73E-06,7.12E-06,1,0,1,g_17936
1.836877206,5.095576065,3.48E-07,1.65E-06,1,0,1,g_17937
0.877578262,5.523110045,3.33E-08,1.91E-07,1,0,2,g_17938
1.080139602,5.370057844,7.87E-08,4.24E-07,1,0,2,g_17939
0.66008013,5.523991179,3.31E-08,1.91E-07,1,0,2,g_17942
0.994917703,4.725588057,2.29E-06,9.23E-06,1,0,2,g_17945
0.555754549,-3.177950334,0.001483202,0.003131582,1,0,4,g_17946
1.339003482,2.648075506,0.008095144,0.014207192,1,0,1,g_17948
0.483627165,-16.8194961,1.76E-63,8.15E-61,1,0,5,g_17949
0.421437534,-4.390342771,1.13E-05,3.92E-05,1,0,4,g_17952
1.101058419,5.722499514,1.05E-08,6.57E-08,1,0,2,g_17958
1.040255208,5.41512678,6.12E-08,3.36E-07,1,0,2,g_17959
1.307361591,3.836176191,0.000124965,0.000342009,1,0,1,g_17960
0.841643219,2.861681498,0.004214001,0.007942303,1,0,1,g_17961
0.829240534,4.680481668,2.86E-06,1.13E-05,1,0,1,g_17965
0.811757243,3.523979895,0.000425117,0.001024755,1,0,1,g_17966
1.710779941,4.571401618,4.84E-06,1.81E-05,1,0,1,g_17967
1.093664641,3.19579883,0.001394443,0.002964138,1,0,1,g_17972
0.740897442,-2.23452615,0.025448474,0.039543763,1,0,4,g_17973
0.563666662,-4.469615526,7.84E-06,2.81E-05,1,0,4,g_17975
0.949651274,6.407596608,1.48E-10,1.25E-09,1,0,2,g_17980
0.566503289,-3.174348738,0.001501731,0.00316707,1,0,4,g_17982
0.768456285,6.184762939,6.22E-10,4.76E-09,1,0,2,g_17987
1.490024334,3.475251785,0.000510374,0.00120444,1,0,1,g_17990
0.818435131,4.212092491,2.53E-05,8.10E-05,1,0,1,g_17997
0.676782924,-10.73720953,6.81E-27,2.59E-25,1,0,6,g_17999
0.861986859,6.186675102,6.14E-10,4.71E-09,1,0,2,g_18008
0.425459445,-6.772042419,1.27E-11,1.24E-10,1,0,6,g_18009
0.551293643,3.064270745,0.002182013,0.004424655,1,0,1,g_18011
1.044114905,5.237050169,1.63E-07,8.27E-07,1,0,2,g_18012
0.806014109,6.629563797,3.37E-11,3.11E-10,1,0,2,g_18015
0.626414776,4.417133358,1.00E-05,3.50E-05,1,0,1,g_18016
1.604960659,4.12222333,3.75E-05,0.000115717,1,0,1,g_18017
0.369315787,-12.34539288,5.16E-35,3.16E-33,1,0,3,g_18020
0.474836019,4.921777301,8.58E-07,3.77E-06,1,0,2,g_18022
0.478270968,-12.8374068,1.01E-37,7.24E-36,1,0,3,g_18023
1.333396732,2.871059855,0.004090981,0.007738719,1,0,1,g_18024
0.356908484,-17.55258263,5.68E-69,3.97E-66,1,0,5,g_18026
1.029071886,6.649691472,2.94E-11,2.73E-10,1,0,2,g_18027
1.006946543,2.542333579,0.011011503,0.018727121,1,0,1,g_18030
0.531581241,2.491573588,0.012717862,0.02130155,1,0,1,g_18033
1.160479005,6.577300112,4.79E-11,4.33E-10,1,0,2,g_18036
0.836746211,7.701089984,1.35E-14,1.88E-13,1,0,2,g_18037
0.827877361,4.115442976,3.86E-05,0.000118814,1,0,1,g_18038
1.096406233,2.477690077,0.013223595,0.022044918,1,0,1,g_18039
0.835970309,5.164532551,2.41E-07,1.18E-06,1,0,2,g_18040
1.095626352,2.867756561,0.004133935,0.007810069,1,0,1,g_18041
1.633029833,4.325990093,1.52E-05,5.11E-05,1,0,1,g_18042
0.542726911,-8.559921412,1.13E-17,2.15E-16,1,0,6,g_18043
1.382862453,2.689462616,0.007156716,0.012728308,1,0,1,g_18045
0.482649669,5.160736042,2.46E-07,1.20E-06,1,0,2,g_18052
0.507550354,2.975968733,0.002920646,0.005736416,1,0,1,g_18054
0.384463378,-16.75394675,5.30E-63,2.42E-60,1,0,5,g_18055
0.417546225,-5.134045411,2.84E-07,1.37E-06,1,0,4,g_18058
0.612479187,3.948984895,7.85E-05,0.000225055,1,0,1,g_18059
1.135867659,2.856127551,0.004288428,0.008066051,1,0,1,g_18060
1.399345261,5.2289961,1.70E-07,8.61E-07,1,0,2,g_18061
0.841438889,9.057253142,1.34E-19,3.01E-18,1,0,2,g_18062
0.943497022,3.069775181,0.0021422,0.004351658,1,0,1,g_18063
0.962419202,7.165401666,7.76E-13,8.83E-12,1,0,2,g_18065
0.615514365,4.72463096,2.31E-06,9.27E-06,1,0,1,g_18069
1.699371019,3.638374022,0.000274365,0.000692487,1,0,1,g_18071
1.318752705,3.229920747,0.001238245,0.002663504,1,0,1,g_18072
0.684344707,7.304932274,2.77E-13,3.34E-12,1,0,2,g_18078
0.504595359,4.020806074,5.80E-05,0.000171273,1,0,1,g_18079
0.540163775,-3.668015757,0.00024444,0.000623747,1,0,4,g_18080
0.59075187,-2.159077159,0.030844181,0.046895494,1,0,4,g_18082
