"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm"
"g_49383",37.7359961572172,-26.3245537458232,0.17905229516335,0.114193500687891,0.154317440730207,1.27305532967637,1.24666972901434,0.216588374827688,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49401",7.06059218780407,-33.8025075668546,0.0144024987823119,0,0,0.7087089177781,0.609640397188726,0.0690435809862078,"Yellow_vs_Dark","N","Topology=i105-127o149-171i",0,1
"g_49422",-11.5047582388396,45.7899236751804,0.572038793523082,0.386594375007213,0.391527532474995,0.923152952352326,0.921077776781449,1.23100099291615,"Yellow_vs_Dark","N","Topology=i17-39o112-134i",0,1
"g_49433",-4.35535039070084,-36.5912432294669,0.0299893381671115,0.045489621990764,0.012363881013188,0.526996425889769,0.632946079177396,0.0450858127290995,"Yellow_vs_Dark","N","Topology=o180-202i",0,1
"g_49435",-1.86757918000295,18.931980346629,1.52403208402897,1.42433797122863,1.54175957598875,1.86786052618922,2.07413654860254,2.03502618523898,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49438",-11.8528339903695,35.3545891665682,0.672819480563442,0.462235631269101,0.716234794315893,1.05307333184572,1.07055335455578,1.25572473203937,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49441",21.9223357705575,-49.4245506452412,0.174852333359391,0.0667100966922686,0.0103936760976958,0.818413035529229,0.865649847104519,0.123936858816117,"Yellow_vs_Dark","N","Topology=i39-61o",0,1
"g_49446",47.9609783225968,-13.4667184943038,0.688555161958916,0.407724613551791,0.390348413445426,1.52595508001968,1.6693687417163,0.672479315088176,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49459",10.5185081703471,26.9624778862752,0.329454018719329,0.39917252301513,0.287063922263631,0.53771006717983,0.652412772539663,0.568566730133426,"Yellow_vs_Dark","N","Topology=i12-34o",0,1
"g_49476",6.49749611344912,-40.1022856617052,0.0280357808282346,0.0492816111352756,0.0383808963470815,0.617586767079231,0.665286358772142,0.0960666633992841,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49481",1.17980685383002,-49.7244215328076,0.0657245798674888,0.11544674679017,0.188495660252335,0.586819353940838,0.743319386003029,0.144376784463089,"Yellow_vs_Dark","N","Topology=o",0,0
